video_id,title,description,published_at,tags,hashtags,duration,view_count,like_count,comment_count
luHI-xir5TY,The kitten leap towards you😻💕,The kitten leap towards you😻💕,2025-10-08T04:01:20Z,,,PT10S,6899004,36325,314
vEx_lRSA2JY,"Baby, you're a little pearl in the kitten palms😻💕#cute #kitten #cat #meow #adorable",Baby you're a little pearl in the kitten palms😻💕#cute #kitten #cat #meow #adorable,2025-10-07T10:28:01Z,,#kitten|#cat|#meow|#adorable,PT10S,181411,2768,67
Ktjj0AYW-ZQ,Kitten Hair Braids tutorial is here 😻😀#cute #kitten #cat #meow,Kitten Hair Braids tutorial is here 😻😀#cute #kitten #cat #meow,2025-10-07T04:01:11Z,,#kitten|#cat|#meow,PT13S,156474,2113,29
GT7a9uujKxU,Kitten: You're using me to entertain YouTube guest's!!😻💕#cute #kitten #cat #meow,Kitten: You're using me to entertain YouTube guest's!!😻💕#cute #kitten #cat #meow,2025-10-06T10:44:06Z,,#kitten|#cat|#meow,PT13S,249244,3187,52
PytLSEGcv4w,The Kitten Leap Towards You 😻💕#cute #kitten #meow #cat #funny,The Kitten Leap Towards You 😻💕#cute #kitten #meow #cat #funny,2025-10-04T10:01:29Z,,#kitten|#meow|#cat|#funny,PT10S,37955678,214237,855
DJn2FgwKN0Y,Kitten head suddenly feel cold!😹💕#cute #kitten #cat #meow,Kitten head suddenly feel cold!😹💕#cute #kitten #cat #meow,2025-10-04T04:00:27Z,,#kitten|#cat|#meow,PT13S,4844733,26218,148
itYFBA_umUc,The Kitten Leaps Towards You😻💕#cute #kitten #cat #meow,The Kitten Leaps Towards You😻💕#cute #kitten #cat #meow,2025-10-03T09:11:06Z,,#kitten|#cat|#meow,PT9S,144296,2303,57
RfZ_TUsozTY,From A Tiny Kitten To A Big Cat 😻💕#cute #kitten #cat #meow,From A Tiny Kitten To A Big Cat 😻💕#cute #kitten #cat #meow,2025-10-03T04:08:45Z,,#kitten|#cat|#meow,PT12S,102396,1370,18
DQCI6vUMOtw,Share this with a Kitten lover 😻💕#cute #kitten #cat #meow,Share this with a Kitten lover 😻💕#cute #kitten #cat #meow,2025-10-02T11:56:33Z,,#kitten|#cat|#meow,PT13S,75253,1164,20
HR6bIOfmVUM,A kitty's Joyfull life in the pond 😻 swimming like a pro 💕#cute #kitten #cat #meow,A kitty's Joyfull life in the pond 😻 swimming like a pro 💕#cute #kitten #cat #meow,2025-10-02T04:04:14Z,,#kitten|#cat|#meow,PT10S,133912,1647,48
qz-LyKkRj2s,The Little Kitten Is the Best In The World 😻💕#cute #cutecat #kitten #kittens #cat #cats #catshorts,The Little Kitten Is the Best In The World 😻💕#cute #cutecat #kitten #kittens #cat #cats #catshorts,2025-10-01T09:17:46Z,,#cutecat|#kitten|#kittens|#cat|#cats|#catshorts,PT12S,135791,1939,41
